Age,Sex,Education,Nationality,Religion,Political tendency (1 = Left-wing),R-PBS 1,R-PBS 2,R-PBS 3,R-PBS 4,R-PBS 5,R-PBS 6,R-PBS 7,R-PBS 8,R-PBS 9,R-PBS 10,R-PBS 11,R-PBS 12,R-PBS 13,R-PBS 14,R-PBS 15,R-PBS 16,R-PBS 17,R-PBS 18,R-PBS 19,R-PBS 20,R-PBS 21,R-PBS 22,R-PBS 23 (R) ,R-PBS 24,R-PBS 25,R-PBS 26,IAS-R-PBS 1 (R) ,IAS-R-PBS 2,IAS-R-PBS 3,IAS-R-PBS 4 (R) ,IAS-R-PBS 5 (R) ,IAS-R-PBS 6,GCBS 1,GCBS 2,GCBS 3,GCBS 4,GCBS 5,GCBS 6,GCBS 7,GCBS 8,GCBS 9,GCBS 10,GCBS 11,GCBS 12,GCBS 13,GCBS 14,GCBS 15,IAS-GCBS 1 (R) ,IAS-GCBS 2,IAS-GCBS 3,IAS-GCBS 4 (R) ,IAS-GCBS 5 (R) ,IAS-GCBS 6, PSEUDO 1, PSEUDO 2, PSEUDO 3, PSEUDO 4 (R) , PSEUDO 5, PSEUDO 6, PSEUDO 7 (R) , PSEUDO 8, PSEUDO 9, PSEUDO 10, PSEUDO 11 (R) , PSEUDO 12, PSEUDO 13, PSEUDO 14, PSEUDO 15, PSEUDO 16, PSEUDO 17, PSEUDO 18, PSEUDO 19, PSEUDO 20, PSEUDO 21, PSEUDO 22, PSEUDO 23, PSEUDO 24 (R) , PSEUDO 25 (R) , PSEUDO 26, PSEUDO 27 (R) , PSEUDO 28, PSEUDO 29, PSEUDO 30,IAS-PSEUDO 1 (R) ,IAS-PSEUDO 2,IAS-PSEUDO 3,IAS-PSEUDO 4 (R) ,IAS-PSEUDO 5 (R) ,IAS-PSEUDO 6,SIN-B
50,Female,University,Espa¤ola,Atheist,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,2,2,2,1,2,2,4,2,4,2,5,2,1,2,1,2,1,4,2,3,4,2,2,2,3,2,2,5,5,3,5,2,1,5,1,4,1,5,1,5,1,1,3,1,2,2,3,1,3,4,5,5,1,5,3,3,1,1,4,3,2,2,4,3
34,Male,University,Espa¤ola,Atheist,3,1,1,1,1,1,4,1,1,1,4,1,1,4,1,1,1,5,1,1,6,1,2,4,5,1,1,3,1,1,3,1,1,3,3,3,2,2,2,1,1,3,1,1,2,1,4,4,4,1,1,3,3,1,1,3,3,1,1,1,5,1,3,1,5,1,4,1,1,1,1,1,1,1,1,1,1,4,5,1,5,1,5,1,4,1,1,4,3,1,5
46,Male,University,Espa¤a,Atheist,1,1,1,1,1,1,4,1,1,1,5,1,1,2,1,1,1,1,1,1,4,1,1,7,2,1,5,1,3,2,3,2,2,4,3,3,3,2,3,2,2,3,2,1,3,4,3,4,1,1,1,2,2,2,4,3,3,5,3,3,3,1,4,1,5,2,4,2,1,3,1,2,1,3,1,3,1,4,4,2,4,3,3,1,1,2,1,2,2,1,1
30,Male,Pre-university,Espa¤ola,Atheist,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,7,1,1,1,2,3,3,2,2,2,3,3,4,4,4,4,1,1,2,3,3,4,1,3,4,2,3,2,2,2,2,4,3,3,5,3,1,3,1,2,1,5,1,3,1,1,3,2,3,1,3,2,3,1,1,4,1,5,2,4,2,2,3,2,2,2,2,2
21,Female,University,Espa¤ola,Non-practicing religious,3,6,6,4,3,6,4,1,2,6,4,2,5,6,1,5,6,4,1,5,7,5,2,2,5,5,4,3,2,3,1,2,3,3,4,3,4,3,4,2,4,4,4,2,3,4,5,4,4,1,2,2,3,1,2,2,2,5,3,2,4,1,2,3,4,4,5,2,1,4,1,3,1,1,1,1,1,2,5,4,5,4,5,1,2,2,1,3,3,2,2
58,Female,Pre-university,espa¤ola,Atheist,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,3,1,1,3,3,3,1,2,3,5,1,5,1,1,1,3,1,3,3,4,5,3,1,1,3,3,3,4,4,3,5,3,3,5,3,3,2,5,2,3,1,1,3,1,3,1,3,1,3,3,1,5,3,5,3,5,1,3,1,1,3,3,3,2
50,Male,University,espa¤ola,Atheist,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,3,2,1,2,3,1,3,3,1,4,2,2,1,1,1,1,1,3,2,2,5,2,1,1,2,2,1,1,1,2,5,2,1,5,1,4,1,5,1,5,1,1,3,1,2,2,4,1,1,1,3,5,1,5,4,2,1,2,3,1,2,2,2,2
62,Male,University,Espanyola,Atheist,2,1,1,1,1,1,4,1,1,1,1,1,1,4,1,1,1,1,1,1,6,1,1,2,1,1,2,1,2,3,2,2,2,4,3,4,1,2,1,1,3,1,2,1,3,2,3,5,1,2,2,1,2,2,3,3,4,5,4,1,5,1,3,1,5,1,5,4,1,5,1,5,1,1,1,2,1,2,5,3,1,3,5,2,1,2,2,1,3,1,4
62,Female,University,Espa¤ola,Atheist,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,7,1,1,1,1,2,2,1,3,2,3,3,3,4,3,3,2,2,2,2,2,4,4,4,4,1,2,2,1,2,3,4,4,4,4,3,3,2,1,3,1,5,3,4,4,1,3,1,3,1,2,3,3,1,2,4,3,3,3,4,1,1,2,2,1,2,3,3
54,Female,Pre-university,Espa¤ola,Non-practicing religious,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,6,1,1,4,1,1,1,1,1,2,3,3,1,3,1,1,5,5,4,1,1,1,1,1,3,3,3,4,1,1,1,2,2,1,4,4,3,5,2,1,1,1,2,3,5,1,5,4,1,4,1,3,5,1,1,3,1,4,5,1,5,1,3,1,1,3,1,1,1,3,4
62,Female,University,valenciana,Atheist,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,1,1,2,3,1,1,1,1,1,1,1,2,3,3,2,1,1,1,1,1,2,1,3,4,1,3,3,1,1,2,4,4,2,5,1,2,4,1,3,1,5,3,3,1,1,3,1,2,1,2,1,1,1,4,4,1,5,2,3,1,1,3,3,1,1,3,3
37,Female,Pre-university,Espa¤ola,Atheist,4,7,5,5,1,3,2,2,2,2,5,1,1,2,1,1,2,3,1,4,6,2,2,1,2,2,2,3,2,2,1,2,3,4,4,5,3,5,5,3,5,3,5,3,5,4,5,5,1,3,4,1,1,4,4,4,4,3,3,2,4,4,2,1,3,3,5,1,1,3,5,3,1,1,2,3,4,3,2,5,2,3,5,2,4,2,1,2,3,3,4
46,Male,Pre-university,Espa¤ola ,Atheist,5,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,7,1,1,1,3,2,3,3,3,3,2,1,2,1,1,1,1,1,1,1,1,2,1,2,2,2,2,3,3,3,2,2,2,3,5,2,1,5,1,2,1,5,1,5,1,1,2,1,2,1,1,2,1,1,4,5,1,5,1,3,1,3,2,3,3,3,2,2
26,Female,University,Espa¤ola,Atheist,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,2,1,1,1,2,3,3,3,2,2,3,3,3,3,4,3,3,3,3,3,3,4,2,3,3,2,3,3,2,2,3,3,3,3,5,1,3,4,1,3,1,5,3,4,3,1,3,1,3,1,3,3,1,2,5,4,1,5,3,3,1,1,4,4,2,2,3,3
36,Male,University,Espa¤ol,Agnostic,3,1,1,1,1,1,3,1,1,2,5,1,1,3,1,1,1,1,1,1,4,1,1,7,1,2,2,1,3,4,1,2,1,2,2,3,3,1,1,1,2,1,4,2,3,2,2,5,2,2,1,2,2,1,2,3,3,5,2,2,3,1,4,1,5,2,4,5,1,2,3,3,1,3,1,1,2,5,5,2,5,3,1,1,1,3,3,2,2,2,2
25,Male,University,Espa¤ola,Atheist,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,4,4,4,1,4,5,5,5,3,5,4,1,1,1,1,1,2,1,3,5,3,2,2,3,3,1,1,5,5,5,1,1,5,1,3,5,5,2,5,3,1,3,1,2,1,1,1,1,1,1,5,2,5,2,2,1,3,1,1,3,3,1,5
51,Male,Pre-university,Espa¤ola,Non-practicing religious,3,1,1,2,1,1,3,1,1,1,2,1,1,2,1,2,1,1,1,2,3,1,1,3,3,2,2,3,3,3,4,4,3,4,3,3,3,2,3,1,1,2,4,1,1,2,3,3,3,2,3,3,3,2,3,3,3,5,3,4,4,1,3,3,5,3,4,3,1,3,1,4,1,1,1,2,1,2,3,3,5,3,5,1,2,2,2,3,3,2,2
